,Postion on chart,Titles,Artists,Weeks,lastPosition,chart_release_date
8918,19,One Of Them Girls,Lee Brice,16,22,9/21/20
8919,20,Break My Heart,Dua Lipa,25,17,9/21/20
8920,21,Got What I Got,Jason Aldean,16,26,9/21/20
8921,22,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,5,38,9/21/20
8922,23,Lovin' On You,Luke Combs,12,23,9/21/20
8923,24,Tap In,Saweetie,10,20,9/21/20
8924,25,Be Like That,Kane Brown With Swae Lee & Khalid,10,24,9/21/20
8925,26,Mood Swings,Pop Smoke Featuring Lil Tjay,11,21,9/21/20
8926,27,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,27,9/21/20
8927,28,Don't Start Now,Dua Lipa,46,25,9/21/20
8928,29,The Bones,Maren Morris,52,28,9/21/20
8929,30,If The World Was Ending,JP Saxe Featuring Julia Michaels,25,30,9/21/20
8930,31,Cool Again,Kane Brown,16,36,9/21/20
8931,32,Rags2Riches,Rod Wave Featuring ATR Son Son,12,35,9/21/20
8932,33,Life Is Good,Future Featuring Drake,36,33,9/21/20
8933,34,Midnight Sky,Miley Cyrus,5,34,9/21/20
8934,35,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,1,0,9/21/20
8935,36,OK Not To Be OK,Marshmello & Demi Lovato,1,0,9/21/20
8936,37,Rain On Me,Lady Gaga & Ariana Grande,17,37,9/21/20
8937,38,Die From A Broken Heart,Maddie & Tae,23,31,9/21/20
8938,39,More Than My Hometown,Morgan Wallen,14,53,9/21/20
8939,40,Savage,Megan Thee Stallion,27,32,9/21/20
8940,41,Bang!,AJR,11,51,9/21/20
8941,42,Wishing Well,Juice WRLD,10,43,9/21/20
8942,43,Chasin' You,Morgan Wallen,34,42,9/21/20
8943,44,Drug Addiction,YoungBoy Never Broke Again,1,0,9/21/20
8944,45,I Should Probably Go To Bed,Dan + Shay,7,54,9/21/20
8945,46,We Paid,Lil Baby & 42 Dugg,20,47,9/21/20
8946,47,Blueberry Faygo,Lil Mosey,32,41,9/21/20
8947,48,Say So,Doja Cat Featuring Nicki Minaj,37,40,9/21/20
8948,49,ily,Surf Mesa Featuring Emilee,17,59,9/21/20
8949,50,Kacey Talk,YoungBoy Never Broke Again,5,87,9/21/20
8950,51,Heather,Conan Gray,5,46,9/21/20
8951,52,Cardigan,Taylor Swift,8,52,9/21/20
8952,53,Girls In The Hood,Megan Thee Stallion,12,45,9/21/20
8953,54,Like That,Doja Cat Featuring Gucci Mane,16,50,9/21/20
8954,55,Breaking Me,Topic & A7S,8,60,9/21/20
8955,56,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,15,57,9/21/20
8956,57,Kings & Queens,Ava Max,6,66,9/21/20
8957,58,Hawai,Maluma & The Weeknd,4,55,9/21/20
8958,59,One Margarita,Luke Bryan,20,56,9/21/20
8959,60,Said Sum,Moneybagg Yo,11,71,9/21/20
8960,61,Ice Cream,BLACKPINK X Selena Gomez,3,49,9/21/20
8961,62,Some Girls,Jameson Rodgers,6,70,9/21/20
8962,63,Nobody's Love,Maroon 5,8,44,9/21/20
8963,64,7 Summers,Morgan Wallen,5,72,9/21/20
8964,65,Gone Too Soon,Andrew Jannakos,1,0,9/21/20
8965,66,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,8,77,9/21/20
8966,67,All In,YoungBoy Never Broke Again,3,0,9/21/20
8967,68,24,Money Man Featuring Lil Baby,5,73,9/21/20
8968,69,You Broke Me First.,Tate McRae,4,85,9/21/20
8969,70,My Ex's Best Friend,Machine Gun Kelly X blackbear,5,68,9/21/20
8970,71,The Bigger Picture,Lil Baby,14,58,9/21/20
8971,72,Dead Trollz,YoungBoy Never Broke Again,1,0,9/21/20
8972,73,Pretty Heart,Parker McCollum,10,79,9/21/20
8973,74,Greece,DJ Khaled Featuring Drake,9,67,9/21/20
8974,75,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",2,64,9/21/20
8975,76,Cross Roads,YoungBoy Never Broke Again,1,0,9/21/20
8976,77,Hit Different,SZA Featuring Ty Dolla $ign,2,29,9/21/20
8977,78,I Called Mama,Tim McGraw,7,80,9/21/20
8978,79,Smile,Juice WRLD & The Weeknd,6,74,9/21/20
8979,80,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",8,75,9/21/20
8980,81,The Last Backyard...,YoungBoy Never Broke Again,1,0,9/21/20
8981,82,Over Now,Calvin Harris X The Weeknd,3,78,9/21/20
8982,83,What You Know Bout Love,Pop Smoke,2,0,9/21/20
8983,84,Martin & Gina,Polo G,7,81,9/21/20
8984,85,Caramelo,Ozuna x Karol G x Myke Towers,5,76,9/21/20
8985,86,Do It,Chloe X Halle,5,63,9/21/20
8986,87,Love You Like I Used To,Russell Dickerson,2,91,9/21/20
8987,88,Right Foot Creep,YoungBoy Never Broke Again,1,0,9/21/20
8988,89,Starting Over,Chris Stapleton,3,83,9/21/20
8989,90,One Night Standards,Ashley McBryde,15,84,9/21/20
8990,91,Lonely If You Are,Chase Rice,5,92,9/21/20
8991,92,Dollaz On My Head,Gunna Featuring Young Thug,15,88,9/21/20
8992,93,Ain't Always The Cowboy,Jon Pardi,3,89,9/21/20
8993,94,Everywhere But On,Matt Stell,2,96,9/21/20
8994,95,You Got It,VEDO,1,0,9/21/20
8995,96,Lets Link,WhoHeem,3,86,9/21/20
8996,97,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,12,0,9/21/20
8997,98,Dirty Stick,YoungBoy Never Broke Again,1,0,9/21/20
8998,99,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,6,98,9/21/20
8999,100,Got It On Me,Pop Smoke,10,0,9/21/20
9000,1,Dynamite,BTS,5,2,9/28/20
9001,2,WAP,Cardi B Featuring Megan Thee Stallion,7,1,9/28/20
9002,3,Holy,Justin Bieber Featuring Chance The Rapper,1,0,9/28/20
9003,4,Laugh Now Cry Later,Drake Featuring Lil Durk,6,3,9/28/20
9004,5,Mood,24kGoldn Featuring iann dior,7,6,9/28/20
9005,6,Rockstar,DaBaby Featuring Roddy Ricch,23,4,9/28/20
9006,7,Blinding Lights,The Weeknd,43,5,9/28/20
9007,8,Watermelon Sugar,Harry Styles,27,7,9/28/20
9008,9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,15,8,9/28/20
9009,10,I Hope,Gabby Barrett Featuring Charlie Puth,39,11,9/28/20
9010,11,Before You Go,Lewis Capaldi,34,9,9/28/20
9011,12,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",33,10,9/28/20
9012,13,Go Crazy,Chris Brown & Young Thug,20,13,9/28/20
9013,14,Popstar,DJ Khaled Featuring Drake,10,12,9/28/20
9014,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,12,15,9/28/20
9015,16,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6,22,9/28/20
9016,17,Circles,Post Malone,56,16,9/28/20
9017,18,Roses,SAINt JHN,27,14,9/28/20
9018,19,Come & Go,Juice WRLD x Marshmello,11,17,9/28/20
9019,20,Mood Swings,Pop Smoke Featuring Lil Tjay,12,26,9/28/20
9020,21,Got What I Got,Jason Aldean,17,21,9/28/20
9021,22,One Of Them Girls,Lee Brice,17,19,9/28/20
9022,23,Adore You,Harry Styles,42,18,9/28/20
9023,24,Said Sum,Moneybagg Yo,12,60,9/28/20
9024,25,Break My Heart,Dua Lipa,26,20,9/28/20
9025,26,Lovin' On You,Luke Combs,13,23,9/28/20
9026,27,Be Like That,Kane Brown With Swae Lee & Khalid,11,25,9/28/20
9027,28,Tap In,Saweetie,11,24,9/28/20
9028,29,Cool Again,Kane Brown,17,31,9/28/20
9029,30,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,12,27,9/28/20
9030,31,If The World Was Ending,JP Saxe Featuring Julia Michaels,26,30,9/28/20
9031,32,Don't Start Now,Dua Lipa,47,28,9/28/20
9032,33,Bang!,AJR,12,41,9/28/20
9033,34,More Than My Hometown,Morgan Wallen,15,39,9/28/20
9034,35,Rags2Riches,Rod Wave Featuring ATR Son Son,13,32,9/28/20
9035,36,Life Is Good,Future Featuring Drake,37,33,9/28/20
9036,37,ily,Surf Mesa Featuring Emilee,18,49,9/28/20
9037,38,Kings & Queens,Ava Max,7,57,9/28/20
9038,39,Midnight Sky,Miley Cyrus,6,34,9/28/20
9039,40,Chasin' You,Morgan Wallen,35,43,9/28/20
9040,41,Rain On Me,Lady Gaga & Ariana Grande,18,37,9/28/20
9041,42,I Should Probably Go To Bed,Dan + Shay,8,45,9/28/20
9042,43,Some Girls,Jameson Rodgers,7,62,9/28/20
9043,44,Die From A Broken Heart,Maddie & Tae,24,38,9/28/20
9044,45,Wishing Well,Juice WRLD,11,42,9/28/20
9045,46,We Paid,Lil Baby & 42 Dugg,21,46,9/28/20
9046,47,Say So,Doja Cat Featuring Nicki Minaj,38,48,9/28/20
9047,48,Savage,Megan Thee Stallion,28,40,9/28/20
9048,49,Cardigan,Taylor Swift,9,52,9/28/20
9049,50,Blueberry Faygo,Lil Mosey,33,47,9/28/20
9050,51,Diamonds,Sam Smith,1,0,9/28/20
9051,52,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,16,56,9/28/20
9052,53,Breaking Me,Topic & A7S,9,55,9/28/20
9053,54,Heather,Conan Gray,6,51,9/28/20
9054,55,Hawai,Maluma & The Weeknd,5,58,9/28/20
9055,56,What You Know Bout Love,Pop Smoke,3,83,9/28/20
9056,57,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,9,66,9/28/20
9057,58,My Ex's Best Friend,Machine Gun Kelly X blackbear,6,70,9/28/20
9058,59,7 Summers,Morgan Wallen,6,64,9/28/20
9059,60,24,Money Man Featuring Lil Baby,6,68,9/28/20
9060,61,Pretty Heart,Parker McCollum,11,73,9/28/20
9061,62,One Too Many,Keith Urban Duet With P!nk,1,0,9/28/20
9062,63,You Broke Me First.,Tate McRae,5,69,9/28/20
9063,64,Like That,Doja Cat Featuring Gucci Mane,17,54,9/28/20
9064,65,Greece,DJ Khaled Featuring Drake,10,74,9/28/20
9065,66,Ice Cream,BLACKPINK X Selena Gomez,4,61,9/28/20
9066,67,I Called Mama,Tim McGraw,8,78,9/28/20
9067,68,Girls In The Hood,Megan Thee Stallion,13,53,9/28/20
9068,69,The Bigger Picture,Lil Baby,15,71,9/28/20
9069,70,Without You,Luke Combs Featuring Amanda Shires,1,0,9/28/20
9070,71,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",9,80,9/28/20
9071,72,Kacey Talk,YoungBoy Never Broke Again,6,50,9/28/20
9072,73,Starting Over,Chris Stapleton,4,89,9/28/20
9073,74,Martin & Gina,Polo G,8,84,9/28/20
9074,75,OK Not To Be OK,Marshmello & Demi Lovato,2,36,9/28/20
9075,76,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",3,75,9/28/20
9076,77,Love You Like I Used To,Russell Dickerson,3,87,9/28/20
9077,78,Smile,Juice WRLD & The Weeknd,7,79,9/28/20
9078,79,Ain't Always The Cowboy,Jon Pardi,4,93,9/28/20
9079,80,Dolly,Lil Tecca & Lil Uzi Vert,1,0,9/28/20
9080,81,Hit Different,SZA Featuring Ty Dolla $ign,3,77,9/28/20
9081,82,Nobody's Love,Maroon 5,9,63,9/28/20
9082,83,Everywhere But On,Matt Stell,3,94,9/28/20
9083,84,Caramelo,Ozuna x Karol G x Myke Towers,6,85,9/28/20
9084,85,Do It,Chloe X Halle,6,86,9/28/20
9085,86,Over Now,Calvin Harris X The Weeknd,4,82,9/28/20
9086,87,Dollaz On My Head,Gunna Featuring Young Thug,16,92,9/28/20
9087,88,You Got It,VEDO,2,95,9/28/20
9088,89,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,2,35,9/28/20
9089,90,When You Down,Lil Tecca & Polo G Featuring Lil Durk,1,0,9/28/20
9090,91,Me Gusta,Anitta Featuring Cardi B & Myke Towers,1,0,9/28/20
9091,92,Wet. (She Got That...),YFN Lucci,1,0,9/28/20
9092,93,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,1,0,9/28/20
9093,94,Lonely If You Are,Chase Rice,6,91,9/28/20
9094,95,Blind,DaBaby Featuring Young Thug,1,0,9/28/20
9095,96,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,13,97,9/28/20
9096,97,Drug Addiction,YoungBoy Never Broke Again,2,44,9/28/20
9097,98,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,7,99,9/28/20
9098,99,B.S.,Jhene Aiko Featuring H.E.R.,8,0,9/28/20
9099,100,Wolves,Big Sean Featuring Post Malone,2,0,9/28/20
9100,1,Save Your Tears,The Weeknd & Ariana Grande,20,6,5/3/21
9101,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),8,2,5/3/21
9102,3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,6,3,5/3/21
9103,4,Rapstar,Polo G,3,1,5/3/21
9104,5,Levitating,Dua Lipa,30,5,5/3/21
9105,6,Kiss Me More,Doja Cat Featuring SZA,3,8,5/3/21
9106,7,Montero (Call Me By Your Name),Lil Nas X,5,4,5/3/21
9107,8,Astronaut In The Ocean,Masked Wolf,11,7,5/3/21
9108,9,Up,Cardi B,12,9,5/3/21
9109,10,Drivers License,Olivia Rodrigo,16,10,5/3/21
9110,11,Blinding Lights,The Weeknd,73,13,5/3/21
9111,12,Deja Vu,Olivia Rodrigo,4,11,5/3/21
9112,13,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,15,14,5/3/21
9113,14,Calling My Phone,Lil Tjay Featuring 6LACK,11,16,5/3/21
9114,15,On Me,Lil Baby,21,32,5/3/21
9115,16,Best Friend,Saweetie Featuring Doja Cat,16,15,5/3/21
9116,17,Heartbreak Anniversary,Giveon,11,20,5/3/21
9117,18,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,8,22,5/3/21
9118,19,What You Know Bout Love,Pop Smoke,34,17,5/3/21
9119,20,Mood,24kGoldn Featuring iann dior,38,19,5/3/21
9120,21,My Ex's Best Friend,Machine Gun Kelly X blackbear,37,27,5/3/21
9121,22,Back In Blood,Pooh Shiesty Featuring Lil Durk,17,23,5/3/21
9122,23,Without You,The Kid LAROI,21,31,5/3/21
9123,24,The Good Ones,Gabby Barrett,18,21,5/3/21
9124,25,Go Crazy,Chris Brown & Young Thug,51,24,5/3/21
9125,26,You Broke Me First.,Tate McRae,36,25,5/3/21
9126,27,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,26,26,5/3/21
9127,28,Hell Of A View,Eric Church,16,41,5/3/21
9128,29,Forever After All,Luke Combs,27,35,5/3/21
9129,30,What's Next,Drake,8,28,5/3/21
9130,31,Time Today,Moneybagg Yo,12,53,5/3/21
9131,32,Therefore I Am,Billie Eilish,25,30,5/3/21
9132,33,Dakiti,Bad Bunny & Jhay Cortez,26,29,5/3/21
9133,34,Positions,Ariana Grande,27,33,5/3/21
9134,35,Shottas (Lala),Moneybagg Yo,1,0,5/3/21
9135,36,Solid,Young Thug & Gunna Featuring Drake,2,12,5/3/21
9136,37,Track Star,Mooski,10,37,5/3/21
9137,38,Ski,Young Thug & Gunna,2,18,5/3/21
9138,39,Wants And Needs,Drake Featuring Lil Baby,8,36,5/3/21
9139,40,You're Mines Still,Yung Bleu Featuring Drake,21,34,5/3/21
9140,41,We're Good,Dua Lipa,11,38,5/3/21
9141,42,Heat Waves,Glass Animals,15,39,5/3/21
9142,43,Made For You,Jake Owen,10,42,5/3/21
9143,44,Good Days,SZA,18,44,5/3/21
9144,45,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,43,40,5/3/21
9145,46,Breaking Up Was Easy In The 90's,Sam Hunt,9,49,5/3/21
9146,47,No More Parties,Coi Leray Featuring Lil Durk,12,43,5/3/21
9147,48,Goosebumps,Travis Scott & HVME,15,47,5/3/21
9148,49,Telepatia,Kali Uchis,10,54,5/3/21
9149,50,Tombstone,Rod Wave,6,48,5/3/21
9150,51,Streets,Doja Cat,16,51,5/3/21
9151,52,Go!,Moneybagg Yo Featuring BIG30,2,96,5/3/21
9152,53,Hard For The Next,Moneybagg Yo & Future,3,0,5/3/21
9153,54,If Pain Was A Person,Moneybagg Yo,1,0,5/3/21
9154,55,What's Your Country Song,Thomas Rhett,19,52,5/3/21
9155,56,Just The Way,Parmalee x Blanco Brown,18,58,5/3/21
9156,57,Hold On,Justin Bieber,8,56,5/3/21
9157,58,Settling Down,Miranda Lambert,7,65,5/3/21
9158,59,Wockesha,Moneybagg Yo,1,0,5/3/21
9159,60,Botella Tras Botella,Gera MX + Christian Nodal,1,0,5/3/21
9160,61,Willow,Taylor Swift,20,60,5/3/21
9161,62,Damage,H.E.R.,20,61,5/3/21
9162,63,Street Runner,Rod Wave,7,57,5/3/21
9163,64,Come Through,H.E.R. Featuring Chris Brown,1,0,5/3/21
9164,65,Somebody Like That,Tenille Arts,15,50,5/3/21
9165,66,pov,Ariana Grande,8,81,5/3/21
9166,67,Lil Bit,Nelly & Florida Georgia Line,6,89,5/3/21
9167,68,Gone,Dierks Bentley,7,74,5/3/21
9168,69,Nobody,Dylan Scott,9,86,5/3/21
9169,70,Famous Friends,Chris Young + Kane Brown,5,73,5/3/21
9170,71,Quicksand,Morray,12,71,5/3/21
9171,72,Lady,Brett Young,16,70,5/3/21
9172,73,The Business,Tiesto,10,78,5/3/21
9173,74,La Noche de Anoche,Bad Bunny & Rosalia,14,64,5/3/21
9174,75,One Too Many,Keith Urban Duet With P!nk,20,72,5/3/21
9175,76,Richer,Rod Wave Featuring Polo G,5,62,5/3/21
9176,77,Almost Maybes,Jordan Davis,14,76,5/3/21
9177,78,Follow You,Imagine Dragons,4,84,5/3/21
9178,79,Glad You Exist,Dan + Shay,12,63,5/3/21
9179,80,Free Promo,Moneybagg Yo Featuring Polo G & Lil Durk,1,0,5/3/21
9180,81,Pick Up Your Feelings,Jazmine Sullivan,14,88,5/3/21
9181,82,Just Say Det,Moneybagg Yo,1,0,5/3/21
9182,83,Big Gangsta,Kevin Gates,3,87,5/3/21
9183,84,Down To One,Luke Bryan,18,69,5/3/21
9184,85,Headshot,"Lil Tjay, Polo G & Fivio Foreign",6,67,5/3/21
9185,86,Hellcats & Trackhawks,Lil Durk,7,83,5/3/21
9186,87,Anyone,Justin Bieber,17,68,5/3/21
9187,88,My Head And My Heart,Ava Max,12,75,5/3/21
9188,89,How They Remember You,Rascal Flatts,2,0,5/3/21
9189,90,Arcade,Duncan Laurence,3,94,5/3/21
9190,91,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,3,79,5/3/21
9191,92,Masterpiece,DaBaby,14,80,5/3/21
9192,93,Long Live,Florida Georgia Line,17,82,5/3/21
9193,94,Chasing After You,Ryan Hurd With Maren Morris,2,91,5/3/21
9194,95,Drankin N Smokin,Future & Lil Uzi Vert,13,97,5/3/21
9195,96,4 Da Gang,42 Dugg & Roddy Ricch,4,100,5/3/21
9196,97,Blame It On You,Jason Aldean,1,0,5/3/21
9197,98,Wasted On You,Morgan Wallen,16,92,5/3/21
9198,99,Way Less Sad,AJR,1,0,5/3/21
9199,100,Clear Da Air,Moneybagg Yo,1,0,5/3/21
9200,1,Save Your Tears,The Weeknd & Ariana Grande,21,1,5/10/21
9201,2,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9,2,5/10/21
9202,3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,7,3,5/10/21
9203,4,Levitating,Dua Lipa,31,5,5/10/21
9204,5,Kiss Me More,Doja Cat Featuring SZA,4,6,5/10/21
9205,6,Rapstar,Polo G,4,4,5/10/21
9206,7,Astronaut In The Ocean,Masked Wolf,12,8,5/10/21
9207,8,Without You,The Kid LAROI,22,23,5/10/21
9208,9,Montero (Call Me By Your Name),Lil Nas X,6,7,5/10/21
9209,10,Your Power,Billie Eilish,1,0,5/10/21
9210,11,Blinding Lights,The Weeknd,74,11,5/10/21
9211,12,Up,Cardi B,13,9,5/10/21
9212,13,Calling My Phone,Lil Tjay Featuring 6LACK,12,14,5/10/21
9213,14,Drivers License,Olivia Rodrigo,17,10,5/10/21
9214,15,Deja Vu,Olivia Rodrigo,5,12,5/10/21
9215,16,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,16,13,5/10/21
9216,17,Best Friend,Saweetie Featuring Doja Cat,17,16,5/10/21
9217,18,On Me,Lil Baby,22,15,5/10/21
9218,19,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,9,18,5/10/21
9219,20,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,1,0,5/10/21
9220,21,My Ex's Best Friend,Machine Gun Kelly X blackbear,38,21,5/10/21
9221,22,Heartbreak Anniversary,Giveon,12,17,5/10/21
9222,23,Forever After All,Luke Combs,28,29,5/10/21
9223,24,Mood,24kGoldn Featuring iann dior,39,20,5/10/21
9224,25,Back In Blood,Pooh Shiesty Featuring Lil Durk,18,22,5/10/21
9225,26,What You Know Bout Love,Pop Smoke,35,19,5/10/21
9226,27,The Good Ones,Gabby Barrett,19,24,5/10/21
9227,28,Go Crazy,Chris Brown & Young Thug,52,25,5/10/21
9228,29,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,27,27,5/10/21
9229,30,Sorry Not Sorry,"DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy",1,0,5/10/21
9230,31,Track Star,Mooski,11,37,5/10/21
9231,32,Made For You,Jake Owen,11,43,5/10/21
9232,33,Therefore I Am,Billie Eilish,26,32,5/10/21
9233,34,Heat Waves,Glass Animals,16,42,5/10/21
9234,35,You Broke Me First.,Tate McRae,37,26,5/10/21
9235,36,Hell Of A View,Eric Church,17,28,5/10/21
9236,37,Positions,Ariana Grande,28,34,5/10/21
9237,38,Dakiti,Bad Bunny & Jhay Cortez,27,33,5/10/21
9238,39,We're Good,Dua Lipa,12,41,5/10/21
9239,40,Breaking Up Was Easy In The 90's,Sam Hunt,10,46,5/10/21
9240,41,Time Today,Moneybagg Yo,13,31,5/10/21
9241,42,Wants And Needs,Drake Featuring Lil Baby,9,39,5/10/21
9242,43,I Did It,"DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby",1,0,5/10/21
9243,44,You're Mines Still,Yung Bleu Featuring Drake,22,40,5/10/21
9244,45,What's Next,Drake,9,30,5/10/21
9245,46,Telepatia,Kali Uchis,11,49,5/10/21
9246,47,What's Your Country Song,Thomas Rhett,20,55,5/10/21
9247,48,Ski,Young Thug & Gunna,3,38,5/10/21
9248,49,Good Days,SZA,19,44,5/10/21
9249,50,Goosebumps,Travis Scott & HVME,16,48,5/10/21
9250,51,No More Parties,Coi Leray Featuring Lil Durk,13,47,5/10/21
9251,52,Solid,Young Thug & Gunna Featuring Drake,3,36,5/10/21
9252,53,Streets,Doja Cat,17,51,5/10/21
9253,54,Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,1,0,5/10/21
9254,55,pov,Ariana Grande,9,66,5/10/21
9255,56,Settling Down,Miranda Lambert,8,58,5/10/21
9256,57,Wockesha,Moneybagg Yo,2,59,5/10/21
9257,58,Tombstone,Rod Wave,7,50,5/10/21
9258,59,Just The Way,Parmalee x Blanco Brown,19,56,5/10/21
9259,60,Hold On,Justin Bieber,9,57,5/10/21
9260,61,Lil Bit,Nelly & Florida Georgia Line,7,67,5/10/21
9261,62,Shottas (Lala),Moneybagg Yo,2,35,5/10/21
9262,63,Gone,Dierks Bentley,8,68,5/10/21
9263,64,Nobody,Dylan Scott,10,69,5/10/21
9264,65,Quicksand,Morray,13,71,5/10/21
9265,66,Famous Friends,Chris Young + Kane Brown,6,70,5/10/21
9266,67,Ramen & OJ,Joyner Lucas & Lil Baby,1,0,5/10/21
9267,68,Street Runner,Rod Wave,8,63,5/10/21
9268,69,The Business,Tiesto,11,73,5/10/21
9269,70,One Too Many,Keith Urban Duet With P!nk,21,75,5/10/21
9270,71,Almost Maybes,Jordan Davis,15,77,5/10/21
9271,72,Hard For The Next,Moneybagg Yo & Future,4,53,5/10/21
